,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90499878,43.82099915,41.59500122,41.13600159,40.44200134,38.38499832,37.39199829,38.97600174,38.27700043,38.58499908,38.86500168,39.14199829,39.44599915,39.78900146,40.08100128,40.40999985,40.73600006,38.10499954,36.58200073,36.94100189,39.74300003,40.77700043,41.09799957,39.89500046,39.38600159,38.80699921,38.70000076,34.31399918,36.1230011,32.61100006,33.14899826
American Samoa,ASM,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1969986,46.75600052,46.50899887,47.64899826,49.23099899,49.33200073,49.22299957,49.66799927,50.01399994,51.16799927,51.45800018,51.7879982,52.52999878,52.56600189,53.95600128,54.65100098,55.25,55.83399963,55.5359993,55.41400146,55.69599915,55.59899902,55.35699844,54.99599838,55.49300003,55.8769989,56.42200089,57.23899841,57.82099915,56.34999847,58.12400055
Austria,AUT,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00099945,43.15499878,43.27000046,46.70999908,46.9640007,46.27600098,46.13899994,46.55699921,47.12400055,47.10200119,47.29600143,48.29800034,48.56800079,47.05599976,48.29199982,49.07099915,50.04899979,51.02799988,51.29899979,51.64300156,52.00699997,52.35100174,52.35900116,52.3219986,52.42100143,52.82600021,53.09799957,53.30599976,53.54299927,52.7140007,52.04299927
Azerbaijan,AZE,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02300262,68.21600342,68.39600372,69.04399872,69.59700012,68.83999634,67.59700012,66.10299683,64.83799744,63.33200073,62.52099991,61.70600128,60.76699829,60.15100098,59.45500183,58.5340004,58.64199829,58.46500015,57.72200012,57.68700027,57.51900101,57.375,57.67200089,58.30599976,58.85599899,59.25899887,59.54399872,59.98799896,59.74900055,54.74000168,55.68999863
Burundi,BDI,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91799927,88.41899872,87.88999939,87.36100006,86.79499817,86.21700287,85.6289978,85.01599884,84.68299866,84.35500336,84.02500153,83.68699646,83.32700348,82.98200226,82.61199951,82.25099945,81.87000275,81.48899841,81.08599854,80.67900085,80.26100159,79.83799744,79.40799713,78.96800232,78.92199707,78.90599823,78.89800262,78.90200043,78.91699982,78.08499908,77.86399841
Belgium,BEL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9129982,35.17100143,35.26599884,35.1629982,35.58300018,35.52500153,36.26200104,36.77799988,38.74700165,40.01699829,38.95100021,39.23400116,39.49900055,40.56999969,41.32899857,41.52999878,42.57799911,43.33000183,43.125,43.63999939,43.65000153,43.60599899,43.86100006,44.26200104,44.27600098,44.15499878,45.29299927,46.76800156,47.36899948,46.69200134,46.57899857
Benin,BEN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8219986,56.81299973,57.53900146,58.27500153,59.04100037,59.82400131,60.63299942,61.4620018,62.31900024,63.20100021,64.10900116,65.04799652,65.44499969,65.84700012,66.24700165,66.66000366,67.07700348,67.48899841,67.89800262,68.31400299,67.59500122,67.7480011,67.91100311,68.05899811,68.19300079,68.35600281,68.52899933,68.70200348,68.76100159,68.02100372,68.04399872
Burkina Faso,BFA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.24700165,76.23699951,75.24500275,74.19599915,73.15200043,72.0759964,70.9260025,69.76200104,68.45899963,67.10299683,65.7559967,64.35299683,62.94400024,61.08200073,59.23699951,58.04700089,57.84600067,57.40100098,56.95500183,56.56999969,56.17399979,55.81000137,55.47000122,55.15100098,55.13299942,55.1269989,55.11500168,55.11100006,55.14099884,54.49399948,54.49900055
Bangladesh,BGD,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1439991,26.23399925,26.38599968,26.56999969,26.76499939,26.93600082,27.0529995,27.17499924,27.30400085,27.40099907,27.375,27.36100006,27.3010006,27.08799934,26.84000015,27.01300049,27.2670002,27.56299973,27.85700035,29.12199974,29.1609993,29.20999908,29.27300072,29.68499947,30.09199905,30.50799942,33.68600082,33.79800034,33.85800171,31.78100014,32.12400055
Bulgaria,BGR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.63800049,45.68700027,44.15000153,45.02399826,44.86600113,43.16500092,41.58499908,41.39099884,39.28499985,37.55599976,37.65800095,38.03099823,38.85100174,40.13800049,40.01399994,42.01200104,43.97700119,45.51100159,44.3370018,43.16899872,42.42200089,42.63800049,42.80400085,43.55400085,44.47000122,44.33100128,46.56100082,46.91899872,48.32400131,46.84000015,46.52999878
Bahrain,BHR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.23699951,28.61400032,29.30500031,29.90699959,30.5340004,31.28899956,31.9659996,32.59199905,33.24300003,33.89699936,34.15800095,35.00099945,35.84899902,36.68099976,37.51300049,38.32500076,39.1780014,40.04899979,40.97299957,42.00600052,40.85900116,41.13800049,41.47399902,41.73699951,41.9090004,41.99900055,42.11100006,42.36999893,42.64500046,39.87200165,39.97600174
"Bahamas, The",BHS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.17900085,55.24599838,57.6230011,56.66799927,61.35900116,58.10100174,62.58599854,63.79999924,64.33699799,65.18199921,66.11599731,64.81999969,62.97100067,63.13499832,62.73199844,64.56500244,63.45999908,62.97200012,59.27299881,59.24300003,59.14500046,59.98799896,58.35699844,59.59999847,60.81100082,59.85900116,62,63.01100159,63.02899933,54.82500076,56.8030014
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98399925,26.92000008,26.61300087,25.91699982,25.30500031,24.75099945,24.32500076,23.82900047,23.20999908,22.76499939,22.32299995,21.8220005,21.42200089,20.89999962,20.30900002,19.95199966,20.62999916,23.00399971,23.61599922,23.12199974,22.88599968,22.48200035,22.97200012,22.65999985,23.19499969,22.41600037,24.87000084,25.03499985,26.71199989,26.97800064,26.54000092
Belarus,BLR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.82899857,51.27500153,49.36000061,48.18299866,46.6629982,43.54299927,46.18099976,47.09000015,47.43099976,48,48.64400101,49.26499939,49.86199951,50.42599869,51.09799957,51.72999954,52.38999939,53.01399994,53.75899887,54.04600143,54.43299866,54.83000183,55.1969986,55.54999924,55.9620018,56.30899811,56.2159996,56.09400177,56.41400146,55.57600021,55.15800095
Belize,BLZ,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55200005,29.23600006,29.49799919,28.94099998,29.26499939,30.15500069,30.51399994,30.81999969,31.25,32.70999908,34.07300186,34.625,34.81100082,34.9070015,35.01200104,36.375,37.68799973,38.40000153,38.84400177,39.33499908,39.79299927,40.26100159,40.7120018,40.83200073,43.01599884,43.75899887,44.05799866,44.25799942,44.26100159,40.33000183,41.28499985
Bermuda,BMU,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.72700119,55.57799911,56.04000092,56.49200058,57.08599854,57.61100006,58.25600052,58.07899857,57.76800156,57.64500046,58.24100113,58.88399887,59.5019989,60.1629982,60.77399826,61.38600159,59.45299911,59.93399811,60.35699844,60.29499817,60.23500061,56.04700089,57.02399826,59.43600082,52.55899811,54.66899872,56.76200104,61.30400085,58.08000183,49.33499908,60.95999908
Brazil,BRA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14599991,39.24399948,40.67599869,41.71300125,42.68999863,40.90800095,41.13499832,41.0340004,41.70500183,43.36800003,44.6269989,46.0019989,45.80199814,47.09899902,47.76900101,48.18299866,48.14199829,48.51399994,48.15599823,47.72600174,46.66699982,46.77399826,46.79499817,47.0929985,46.5379982,44.75,44.87900162,45.2519989,45.88100052,40.05599976,40.42599869
Barbados,BRB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.33800125,43.96900177,43.46300125,44.00500107,48.33800125,50.40800095,50.97000122,51.76800156,53.23899841,55.5340004,56.25500107,55.14599991,55.93500137,57.72499847,57.52099991,56.60499954,56.71699905,56.61500168,55.9980011,55.43899918,55.0719986,53.54999924,54.86999893,52.81399918,55.36600113,56.52500153,55.19499969,54.39099884,54.73799896,50.50999832,50.84799957
Brunei Darussalam,BRN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.33800125,44.18399811,45.1609993,46.00500107,46.89300156,47.875,48.92599869,49.84999847,50.67900085,51.56000137,52.36600113,52.29100037,52.26100159,52.26599884,52.21300125,52.06000137,52.13000107,52.14500046,52.10300064,51.94800186,51.88399887,51.87599945,51.88399887,51.83000183,51.40999985,51.12900162,50.66799927,51.57699966,50.61299896,49.39699936,49.08200073
Bhutan,BTN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.70100021,57.58499908,57.51900101,57.42200089,57.3390007,57.74700165,58.25099945,58.81600189,59.27600098,59.56499863,59.87099838,60.7120018,61.60400009,61.7840004,62.4070015,62.39799881,62.09799957,62.22299957,62.06399918,60.84400177,59.37099838,61.66500092,56.12599945,52.125,53.31299973,53.10800171,52.85800171,52.52000046,52.11899948,48.52999878,48.71500015
Botswana,BWA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45700073,37.59500122,36.75400162,35.93899918,35.81100082,35.63299942,35.90000153,36.13199997,38.13100052,40.09700012,38.26699829,37.70600128,37.07500076,38.62200165,40.22100067,41.85499954,42.79399872,43.72600174,44.60400009,41.32799911,41.54999924,41.78699875,42.06999969,42.25699997,42.43600082,42.66199875,42.83399963,43.02000046,43.18500137,41.9469986,41.74499893
Central African Republic,CAF,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05799866,60.01499939,60.01499939,60.02899933,60.06700134,60.01300049,59.98199844,60.01800156,60.05699921,60.13600159,59.95199966,59.81499863,59.76200104,59.81000137,59.78900146,59.75500107,59.75500107,59.8370018,59.77099991,59.5890007,59.5530014,59.54499817,59.54399872,59.52999878,59.45600128,59.49499893,59.60499954,59.76100159,59.86000061,58.39899826,58.5359993
Canada,CAN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75799942,51.93799973,51.50099945,51.88000107,52.23600006,52.11999893,52.63000107,53.7179985,54.61600113,55.41999817,55.6570015,56.57500076,57.4659996,57.74100113,57.67100143,58.11100006,58.9679985,59.01100159,58.04800034,57.88199997,57.80099869,57.88600159,58.0719986,57.61899948,57.36700058,57.45500183,57.88399887,57.93299866,58.2179985,53.92900085,56.35699844
Central Europe and the Baltics,CEB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.35032953,48.81109967,47.27689372,46.56263146,46.05342953,45.37953162,45.9159247,45.83989523,45.24468586,44.09291262,43.62000408,42.00959405,41.71639014,41.52306427,41.41067726,42.39197555,43.40775892,44.07390008,43.57333871,43.05274656,42.94154357,43.2067257,43.24992988,44.11380801,44.74733599,45.37749831,46.49662134,47.00880813,47.16863111,46.56345728,46.86387613
Switzerland,CHE,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36700058,55.10800171,54.3370018,53.74200058,53.66199875,54.69800186,54.67900085,55.76599884,56.09899902,55.83100128,56.7859993,57.46300125,56.79100037,56.2859993,56.31800079,56.93399811,57.22800064,58.85800171,58.7879982,56.87599945,57.62900162,57.95500183,58.12900162,58.80899811,59.22000122,59.68399811,59.43099976,59.68799973,60.00500107,59.37799835,58.26100159
Channel Islands,CHI,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37900162,42.36000061,41.61399841,41.42200089,41.77500153,42.35599899,42.75600052,43.22600174,43.90200043,44.3219986,45.88000107,47.47000122,48.07600021,47.95899963,47.55599976,47.25,46.92599869,47.64199829,47.9980011,47.64699936,46.56999969,46.41199875,46.25099945,46.51200104,46.89099884,47.4090004,48.01300049,48.5340004,48.88399887,47.61199951,47.56200027
Chile,CHL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.63699913,32.00400162,32.76499939,32.67599869,34.24900055,33.27899933,34.08100128,34.49700165,33.27000046,33.1570015,32.49700165,32.29100037,33.39699936,34.25699997,35.34600067,36.57699966,37.77399826,38.95199966,38.75600052,41.04600143,43.32500076,43.9109993,44.50600052,45.14500046,45.00299835,44.72900009,45.10499954,45.38100052,45.52099991,39.47499847,40.01399994
China,CHN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.27899933,71.03900146,70.59600067,70.22299957,69.91699982,69.59899902,69.28600311,69.03399658,68.77999878,68.52400208,67.56199646,66.65799713,65.81099701,65.21299744,64.53600311,63.92100143,63.29299927,62.47600174,61.7159996,61.12900162,61.29999924,61.15800095,61.03699875,61.02600098,61.01200104,60.97299957,60.85300064,60.76900101,60.54100037,59.13600159,58.98500061
Cote d'Ivoire,CIV,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.85400009,43.89199829,44.42599869,44.97800064,45.54999924,45.59199905,45.63399887,45.70100021,45.47399902,45.24900055,45.04600143,44.83800125,44.63999939,44.45299911,44.26399994,44.07500076,43.89199829,43.71300125,43.5379982,43.35900116,43.16500092,43.06000137,43.98199844,44.20700073,44.43700027,44.66799927,44.38499832,44.45299911,44.51699829,44.01800156,44.01699829
Cameroon,CMR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.97200012,73.9260025,73.85399628,73.89800262,73.89600372,73.87799835,73.89399719,73.91100311,73.93900299,73.96600342,73.97899628,74.42900085,74.88600159,75.35600281,75.79299927,76.24500275,76.70600128,73.68900299,70.45500183,67.02100372,67.18000031,67.34200287,67.51100159,67.68599701,67.70400238,67.71800232,67.74099731,67.77999878,67.8239975,67.02799988,67.01200104
"Congo, Dem. Rep.",COD,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6230011,69.59200287,69.56999969,69.58599854,69.625,69.58999634,69.57800293,69.60199738,69.6269989,69.65200043,69.64099884,69.64099884,69.64399719,69.65200043,69.66300201,68.36799622,67.05400085,65.71900177,64.35800171,62.99300003,61.60300064,60.19900131,60.17300034,60.15999985,60.15499878,60.13199997,60.14099884,60.16899872,60.20700073,58.12200165,58.31200027
"Congo, Rep.",COG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.88000107,51.97200012,52.04800034,52.11700058,52.25699997,52.33599854,52.37900162,52.4679985,52.49499893,52.61100006,52.61999893,52.65800095,52.67100143,52.71300125,52.75500107,52.73300171,52.62200165,52.65999985,52.65999985,52.63100052,52.48199844,52.43999863,52.31299973,52.30199814,52.20399857,52.15100098,52.19200134,52.20999908,52.27500153,48.62599945,48.98600006
Colombia,COL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20500183,44.77399826,46.36899948,46.36000061,47.46099854,45.61600113,45.82799911,44.15299988,40.56900024,40.08599854,43.23400116,43.0530014,44.72600174,43.58100128,43.92399979,43.56299973,42.73199844,43.20800018,45.75899887,47.53699875,48.86199951,50.42300034,50.84600067,51.29199982,51.87900162,51.39599991,51.09400177,50.29000092,48.86199951,40.69599915,42.61999893
Comoros,COM,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48399925,29.53300095,29.56200027,29.60499954,29.70000076,29.77400017,29.87999916,29.98399925,30.10899925,30.26000023,30.36300087,30.49200058,30.62800026,30.76399994,30.60700035,30.44799995,30.28499985,30.13400078,29.97299957,29.81500053,29.65800095,29.49600029,29.3409996,29.17200089,29.26000023,29.34499931,29.43899918,29.54199982,29.64699936,28.20499992,28.23399925
Cabo Verde,CPV,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.41799927,36.67499924,36.93199921,37.23600006,37.52299881,37.82099915,38.1269989,38.43399811,38.72600174,39.01599884,39.27099991,39.55099869,39.81399918,40.0909996,40.35200119,40.66799927,41.01399994,41.34000015,41.68399811,42.07099915,42.40499878,42.77799988,43.20199966,43.6590004,44.13100052,44.5929985,45.06299973,42.98500061,44.00999832,38.72100067,39.86600113
Costa Rica,CRI,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.85899925,30.75300026,31.71999931,32.5890007,33.09899902,31.09700012,34.2179985,36.26900101,36.57600021,35.8769989,39.15000153,38.82899857,39.18600082,37.50099945,40.42599869,40.75,42.52000046,43.48899841,41.90399933,39.93199921,38.59400177,43.57300186,43.92900085,43.29899979,42.34700012,39.04800034,39.47100067,40.81499863,42.9109993,36.01200104,35.98400116
Caribbean small states,CSS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.12396879,40.07627195,40.19352144,40.48998331,40.96337195,40.71975083,40.80888442,41.0445558,40.76736063,40.88718022,40.86402076,41.15936908,42.24086549,43.8266405,44.85203523,46.08201281,46.2616527,46.775913,45.6590343,44.99430416,44.75021743,45.0595509,45.18011182,45.74288227,45.97019331,47.06731939,47.7777541,48.24163273,48.97964769,44.97197576,45.88311062
