,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04999924,62.02099991,60.68700027,59.86100006,60.69300079,60.19900131,59.72399902,59.54199982,58.31900024,58.15599823,57.95899963,57.75500107,57.5719986,57.43399811,57.24599838,57.10300064,56.95800018,54.18399811,52.52799988,56.06000137,55.84700012,56.54700089,58.08599854,56.58000183,55.00400162,54.44200134,53.92499924,53.61000061,53.88499832,49.72999954,50.55599976
American Samoa,ASM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.22000122,65.70899963,65.05500031,66.22499847,67.32900238,67.13600159,66.69200134,66.87400055,67.09500122,67.38200378,66.79100037,67.03800201,67.27899933,67.68399811,68.52100372,68.81700134,69.52500153,69.69300079,68.13500214,68.63899994,68.58699799,67.9960022,67.27600098,66.65000153,66.76200104,66.5719986,66.74700165,67.17500305,67.37999725,65.41000366,66.7480011
Austria,AUT,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2539978,67.22499847,66.48300171,68.29599762,67.71399689,66.08200073,65.58399963,65.45500183,66.09899902,65.55799866,65.22499847,64.54000092,64.70300293,61.33599854,62.78499985,63.43399811,64.53600311,64.83599854,63.62400055,63.74700165,63.84799957,63.61299896,63.32799911,62.54299927,62.35800171,62.5019989,62.86100006,63.73600006,63.90499878,62.52500153,62.07699966
Azerbaijan,AZE,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73699951,78.5739975,78.24700165,78.38700104,78.61499786,77.90200043,76.8219986,75.57800293,74.50099945,73.23999786,71.7990036,70.44000244,69.33899689,68.21700287,67.71499634,66.85099792,67.20600128,66.65499878,65.15100098,64.86100006,64.53399658,64.71399689,65.21399689,65.61399841,65.8769989,66.83599854,67.16999817,67.31700134,66.96299744,62.89099884,63.63999939
Burundi,BDI,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91899872,87.29499817,86.6289978,85.97000122,85.2539978,84.52500153,83.79000092,83.02200317,82.625,82.2440033,81.86599731,81.47799683,81.05000305,80.66200256,80.22699738,79.81800079,79.375,78.93900299,78.52700043,78.11699677,77.68900299,77.25900269,76.8219986,76.37400055,76.39700317,76.44200134,76.45300293,76.43599701,76.39099884,75.56300354,75.69300079
Belgium,BEL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.52600098,58.16899872,56.8390007,56.45199966,56.7159996,56.38399887,56.3429985,56.0320015,56.63499832,58.21699905,57.0719986,56.5719986,55.77399826,56.26699829,56.69300079,56.32500076,56.99000168,56.89300156,55.68399811,55.85300064,55.45999908,55.16500092,54.50600052,53.88700104,53.53300095,53.97999954,54.9640007,55.33399963,55.73300171,55.13499832,55.10200119
Benin,BEN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.96099854,86.84200287,86.03700256,85.16699982,84.34500122,83.47299957,82.60399628,81.69799805,80.78600311,79.84600067,78.87400055,77.87599945,77.38999939,76.91300201,76.4260025,75.95999908,75.49299622,75.01499939,74.53099823,74.0530014,72.46199799,72.49299622,72.5039978,72.47899628,72.4240036,72.43199921,72.42199707,72.38800049,72.20899963,71.44499969,71.65799713
Burkina Faso,BFA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83100128,86.6190033,86.46399689,86.27899933,86.13600159,85.99199677,85.79499817,85.61799622,85.38999939,85.12599945,84.90000153,84.62999725,84.37599945,83.66200256,82.98600006,82.98899841,82.01999664,80.58300018,79.07700348,77.57299805,75.98400116,74.36100006,72.69000244,70.96900177,70.71399689,70.47899628,70.22100067,69.94999695,69.79599762,68.97499847,69.27999878
Bangladesh,BGD,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.83300018,86.58999634,86.44200134,86.29100037,86.04699707,85.77100372,85.39499664,84.98100281,84.61799622,84.20200348,83.72299957,83.31600189,82.79599762,82.97000122,83.1269989,83.56999969,82.49099731,81.48000336,80.46299744,80.79799652,80.00700378,79.23799896,78.48300171,77.78199768,77.05500031,76.32299805,77.46199799,77.37200165,77.29000092,75.19000244,75.5719986
Bulgaria,BGR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.62799835,51.31299973,50.16699982,51.86600113,52.38899994,51.05199814,49.84999847,50.10800171,48.76100159,46.84799957,44.86899948,45.4640007,47.5909996,49.10800171,49.69100189,51.73099899,54.34899902,56.45299911,54.83499908,52.97299957,51.07400131,50.7820015,51.35100174,52.68999863,54.13999939,54.63600159,57.73899841,58.39099884,60.51599884,59.04299927,59.18199921
Bahrain,BHR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.98100281,88.4960022,88.15399933,87.76899719,87.54100037,87.43800354,87.22200012,87.00499725,86.6230011,86.2480011,85.32299805,85.48899841,85.62200165,85.72799683,85.82900238,85.8789978,85.97899628,86.14800262,86.4240036,86.82900238,85.94000244,86.18199921,86.44400024,86.59899902,86.59300232,86.30500031,85.91999817,85.61499786,85.40000153,82.43599701,82.71900177
"Bahamas, The",BHS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81600189,68.89600372,70.49500275,70.78900146,70.66400146,72.80999756,72.90899658,76.75800323,78.33799744,77.28199768,76.22699738,74.55500031,73.04499817,73.20300293,72.80400085,74.12200165,73.91999817,73.10399628,66.93000031,66.00900269,64.93900299,68.47200012,63.73799896,65.98600006,67.37999725,67.3219986,69.33999634,67.97000122,67.90100098,60.51699829,62.16899872
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.32699966,50.07899857,49.55099869,48.56600189,47.69200134,46.8730011,46.20399857,45.44800186,44.56900024,43.87900162,43.1780014,42.39300156,41.73699951,40.90800095,39.97700119,39.36999893,41.61399841,43.98400116,42.46699905,41.57500076,40.8370018,41.06999969,40.33399963,40.7859993,40.75600052,42.35100174,42.8429985,43.89300156,44.27199936,45.7120018,45.24200058
Belarus,BLR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.63600159,63.18899918,59.40599823,56.5929985,53.17699814,47.72000122,52.95500183,54.99399948,55.74300003,56.40100098,57.20199966,57.96300125,58.67900085,59.3370018,60.20999908,61.01300049,61.87799835,62.67699814,63.73400116,63.86299896,64.1969986,64.55400085,64.84700012,65.11000061,65.5,65.7480011,66.25099945,67.86100006,67.94400024,67.45700073,67.33799744
Belize,BLZ,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.68199921,71.65000153,71.59300232,70.5759964,70.38400269,69.59100342,72.1760025,69.60600281,71.92900085,73.25099945,74.46299744,73.20500183,73.22299957,73.16000366,73.12200165,74.08000183,74.33100128,74.51599884,74.47200012,74.46600342,74.42700195,74.38999939,74.33399963,75.96700287,75.32900238,76.05799866,75.89199829,75.6760025,75.4980011,71.18099976,72.25099945
Bermuda,BMU,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22899628,78.85700226,79.03700256,79.06400299,79.40799713,79.74900055,80.16300201,80.07099915,79.74099731,79.75499725,79.79100037,79.91100311,79.99900055,80.14800262,80.23500061,80.33000183,80.52700043,79.97599792,79.6230011,80.06400299,80.51699829,78.39199829,78.23699951,80.46900177,77.49299622,75.39600372,75.5490036,77.29699707,77.95600128,69.48100281,78.16400146
Brazil,BRA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.21499634,76.73000336,76.51699829,76.04199982,75.47699738,73.14299774,73.28700256,72.12799835,71.39499664,71.50499725,71.13500214,71.33899689,70.64800262,71.78199768,71.66000366,71.77600098,71.67900085,72.29299927,71.46399689,71.38700104,70.73000336,69.79599762,69.78299713,69.48400116,68.00499725,65.53500366,64.37000275,64.41300201,64.91999817,59.35300064,60.11500168
Barbados,BRB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.29000092,58.72000122,58.12599945,60.81600189,61.90100098,64.63800049,65.45600128,67.82499695,68.86699677,69.77999878,69.875,68.41000366,67.97699738,68.89900208,69.6210022,67.89800262,69.53700256,68.28600311,65.0019989,63.99599838,65.55000305,64.04399872,63.59000015,59.74499893,60.25600052,63.90499878,62.79600143,62.53300095,59.59199905,56.08399963,56.4070015
Brunei Darussalam,BRN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2009964,78.75099945,78.45500183,78.01499939,77.63200378,77.36699677,77.18000031,76.84500122,76.39499664,75.99299622,75.4940033,75.03199768,74.61399841,74.23200226,73.78199768,73.21499634,72.90499878,72.52700043,72.08100128,71.49500275,71.01499939,69.93499756,68.85099792,67.67099762,65.94400024,64.3809967,62.58800125,67.17199707,68.55999756,67.66699982,67.59200287
Bhutan,BTN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.52799988,80.27100372,80.06600189,79.8010025,79.54299927,79.1969986,78.78900146,78.32900238,77.96499634,77.49199677,76.77700043,76.00900269,75.32499695,74.2460022,72.8809967,72.6309967,71.93499756,71.67500305,71.2009964,70.29799652,70.3219986,64.24199677,69.79299927,68.65799713,68.78600311,68.60700226,68.55200195,68.51399994,68.41899872,64.8219986,65.0510025
Botswana,BWA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43599701,62.96699905,60.51300049,58.0379982,57.60699844,57.19599915,57.02700043,56.72999954,57.21500015,57.54100037,56.72100067,54.54899979,52.3390007,53.39699936,54.47299957,55.54700089,57.13399887,58.72399902,60.27500153,56.39699936,55.74499893,55.11199951,54.52600098,53.84799957,53.1609993,52.52399826,51.83399963,51.16199875,50.47200012,49.62200165,49.73300171
Central African Republic,CAF,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65899658,75.58899689,75.50800323,75.44000244,75.36299896,75.37400055,75.3730011,75.39399719,75.36499786,75.32499695,75.4489975,75.46099854,75.49099731,75.56400299,75.59700012,75.76799774,75.91500092,76.08100128,76.14800262,76.05999756,76.33499908,76.57700348,76.71600342,76.77600098,76.78199768,76.55999756,76.31099701,76.05200195,75.75299835,74.7009964,74.89900208
Canada,CAN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.90699768,64.97899628,64.54799652,65.13500214,65.34899902,65.01899719,65.54199982,65.97799683,66.72299957,67.3219986,66.83499908,67.0759964,67.59100342,67.69300079,67.68900299,67.60399628,67.90000153,67.94499969,65.04399872,65.25900269,65.71499634,65.52999878,65.56099701,65.35500336,65.33100128,64.87200165,65.40399933,65.36199951,65.86599731,62.10599899,64.37799835
Central Europe and the Baltics,CEB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.73532121,63.15128509,61.58793109,60.96978551,60.686862,60.43076016,60.81319989,60.38990007,58.7332372,57.21470069,56.26058948,54.61839694,54.51874951,54.45698714,55.17665712,56.40041205,58.01082491,59.09970953,57.79279284,57.17623966,57.12657143,57.39937894,57.56762426,58.7283147,59.50425415,60.28823854,61.67446505,62.42566582,63.02991041,62.5358066,62.22611865
Switzerland,CHE,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8690033,78.41000366,77.81600189,76.50099945,76.7559967,76.31900024,75.19599915,76.0039978,76.01699829,75.98799896,76.0739975,74.57900238,73.86499786,72.96399689,72.17700195,72.84200287,73.54799652,73.33300018,72.40499878,71.01999664,71.63800049,71.30400085,70.77300262,70.66000366,70.72899628,70.88500214,71.05400085,70.98600006,70.61299896,69.96299744,69.02500153
Channel Islands,CHI,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.11399841,66.46900177,65.84100342,65.76200104,66.08300018,65.82700348,65.71600342,65.99500275,65.9469986,66.09700012,66.40499878,65.01100159,64.57700348,64.10600281,64.49500275,64.70200348,65.23500061,65.33999634,63.66699982,62.7859993,63.45700073,62.77899933,62.31800079,62.42399979,62.73099899,63.0019989,63.29999924,63.65299988,63.62200165,62.30699921,62.54800034
Chile,CHL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.54100037,73.10099792,73.21299744,72.48699951,73.7480011,72.77799988,72.20999908,71.80500031,68.40799713,67.93399811,67.0739975,66.60399628,66.83699799,66.15899658,66.56600189,67.7539978,68.05400085,68.02500153,65.43000031,67.03700256,68.40599823,68.12400055,68.1230011,67.35399628,67.44999695,67.0039978,66.84200287,66.11299896,65.38800049,59.18099976,59.69599915
China,CHN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.60099792,82.39900208,81.89600372,81.49500275,81.19499969,80.87599945,80.56300354,80.34200287,80.11699677,79.88999939,78.97200012,78.13999939,77.39499664,77.02999878,76.54699707,76.16300201,75.76000214,75.06600189,74.46199799,74.1269989,74.14299774,73.78500366,73.4260025,73.18499756,72.93000031,72.65599823,72.25900269,71.90200043,71.30799866,70.35099792,70.38200378
Cote d'Ivoire,CIV,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.15899658,75.97200012,76.46600342,76.93900299,77.4260025,77.46299744,77.45500183,77.44499969,76.60299683,75.7480011,74.91500092,74.05500031,73.19499969,72.33699799,71.45700073,70.56300354,69.66000366,68.7480011,67.8259964,66.88200378,65.89499664,65.04299927,66.68299866,66.19999695,65.69799805,65.1740036,63.78499985,63.60599899,63.43000031,62.73600006,62.9469986
Cameroon,CMR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.21299744,80.07099915,79.81800079,79.70700073,79.44100189,79.19799805,79.32900238,79.40699768,79.47399902,79.52799988,79.66999817,80.41899872,81.1740036,81.94000244,82.66200256,83.29399872,83.90499878,82.45700073,80.91500092,79.28299713,79.32299805,79.35399628,79.37400055,79.37400055,79.26499939,79.15599823,79.02100372,78.8690033,78.69300079,77.79299927,78.06199646
"Congo, Dem. Rep.",COD,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91300201,70.99700165,71.05500031,71.09400177,71.04699707,71.14700317,71.1740036,71.16400146,71.11100006,71.06099701,71.14199829,71.1989975,71.23400116,71.25099945,71.25,70.51300049,69.77600098,69.03099823,68.27200317,67.53099823,66.77100372,66.00700378,66.07099915,66.09799957,66.07700348,66.08599854,66.06199646,65.99700165,65.88200378,64.75,64.88500214
"Congo, Rep.",COG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.92499924,57.72000122,57.48300171,57.24900055,57.11000061,56.9469986,56.77000046,56.65800095,56.49900055,56.43600082,56.37400055,56.32699966,56.25899887,56.24200058,56.25799942,56.17200089,56.02600098,56.0379982,56.0019989,55.90800095,55.98300171,56.09700012,56.06999969,56.10900116,56.02099991,55.88700104,55.79100037,55.62200165,55.45100021,52.81399918,53.16999817
Colombia,COL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.79299927,77.56800079,78.85199738,79.03399658,77.8730011,75.56400299,75.20500183,72.76000214,68.41999817,68.53099823,72.85500336,71.98100281,73.4280014,72.60399628,73.41600037,72.88999939,71.80200195,71.83399963,73.32299805,74.04499817,75.15699768,75.75700378,75.5719986,75.99700165,76.36699677,75.52799988,75.23100281,74.78500366,73.39399719,66.60900116,69.02300262
Comoros,COM,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92200089,50.94599915,50.86100006,50.7179985,50.57799911,50.38499832,50.18999863,49.93700027,49.66199875,49.38100052,49.10100174,48.81800079,48.51900101,48.22399902,48.66799927,49.10599899,49.5340004,49.97600174,50.40000153,50.82600021,51.24700165,51.65999985,52.07699966,52.47399902,52.27500153,52.12799835,51.93600082,51.71099854,51.46300125,50.10499954,50.22700119
Cabo Verde,CPV,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.17099762,74.68399811,74.13899994,73.6269989,73.03099823,72.4260025,71.79499817,71.12599945,70.39800262,69.63700104,68.80500031,68.0019989,67.17099762,66.3690033,65.55400085,64.93599701,64.375,63.79800034,63.25600052,62.77999878,62.04899979,61.36299896,60.73600006,60.13800049,59.54899979,58.9640007,58.38000107,54.36999893,56.46500015,51.02399826,51.9980011
Costa Rica,CRI,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09400177,76.23899841,76.96199799,76.92099762,77.05699921,74.0719986,75.57700348,76.90100098,75.92099762,76.05599976,75.86699677,74.95700073,74.9940033,74.62799835,75.72200012,75.76899719,77.18399811,75.00099945,71.75800323,70.14600372,67.38899994,69.37200165,69.07499695,69.86799622,68.51300049,66.75800323,67.64800262,68.22499847,67.55899811,61.1609993,61.42399979
Caribbean small states,CSS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.50323633,66.02401821,65.44055258,66.24953807,66.28091668,66.48733448,66.41580646,66.74432019,66.57048842,66.75914749,66.83588312,66.54919048,66.59419496,68.05709521,68.32311267,68.69752004,69.23951689,68.63512431,66.75691146,65.57524758,65.3139488,64.60367842,64.47893039,64.92808658,64.87780631,64.8721809,65.30125438,65.2941429,65.72266019,62.13474944,63.02114909
