Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Indonesia,IDN,2008,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.998440027236938
Indonesia,IDN,2006,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.992219984531403
Indonesia,IDN,2004,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.996710002422333
Indonesia,IDN,1990,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.976050019264221
Indonesia,IDN,1980,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.911339998245239
Indonesia,IDN,2020,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.7776718139648
Indonesia,IDN,2018,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.7174835205078
Indonesia,IDN,2016,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.6834487915039
Indonesia,IDN,2015,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.7017593383789
Indonesia,IDN,2014,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.6815567016602
Indonesia,IDN,2011,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98.803840637207
Indonesia,IDN,2009,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.5500335693359
Indonesia,IDN,2008,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.537483215332
Indonesia,IDN,2006,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.027473449707
Indonesia,IDN,2004,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98.8670806884766
Indonesia,IDN,1990,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.4022674560547
Indonesia,IDN,1980,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,89.5912094116211
Indonesia,IDN,2020,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.5523529052734
Indonesia,IDN,2018,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.9921798706055
Indonesia,IDN,2016,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.5869216918945
Indonesia,IDN,2015,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.3357086181641
Indonesia,IDN,2014,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93.4508972167969
Indonesia,IDN,2011,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,90.0687026977539
Indonesia,IDN,2009,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89.677116394043
Indonesia,IDN,2008,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,89.1013870239258
Indonesia,IDN,2006,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,88.786979675293
Indonesia,IDN,2004,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,86.7995910644531
Indonesia,IDN,1990,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,75.2701187133789
Indonesia,IDN,1980,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,57.6946296691895
Indonesia,IDN,2020,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.4493103027344
Indonesia,IDN,2018,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.3313369750977
Indonesia,IDN,2016,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.1744384765625
Indonesia,IDN,2015,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.1065216064453
Indonesia,IDN,2014,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,96.7910079956055
Indonesia,IDN,2011,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.5910873413086
Indonesia,IDN,2009,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.6470108032227
Indonesia,IDN,2008,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.383186340332
Indonesia,IDN,2006,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.1585388183594
Indonesia,IDN,2004,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,94.0350799560547
Indonesia,IDN,1990,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,88.0245208740234
Indonesia,IDN,1980,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,77.4749984741211
Indonesia,IDN,2018,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.967230021953583
Indonesia,IDN,2017,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.968689978122711
Indonesia,IDN,2016,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.969150006771088
Indonesia,IDN,2015,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.971930027008057
Indonesia,IDN,2014,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.975399971008301
Indonesia,IDN,2013,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.996599972248077
Indonesia,IDN,2012,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.997099995613098
Indonesia,IDN,2011,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03632998466492
Indonesia,IDN,2010,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.03270995616913
Indonesia,IDN,2009,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97775000333786
Indonesia,IDN,2008,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.981230020523071
Indonesia,IDN,2007,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.963599979877472
Indonesia,IDN,2006,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.969669997692108
Indonesia,IDN,2005,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.969319999217987
Indonesia,IDN,2004,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.985790014266968
Indonesia,IDN,2003,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.982299983501434
Indonesia,IDN,2002,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.978359997272491
Indonesia,IDN,2001,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.977020025253296
Indonesia,IDN,2000,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.971920013427734
Indonesia,IDN,1999,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.971140027046204
Indonesia,IDN,1998,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.943729996681213
Indonesia,IDN,1997,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.964359998703003
Indonesia,IDN,1996,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.964869976043701
Indonesia,IDN,1995,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.965789973735809
Indonesia,IDN,1994,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.970740020275116
Indonesia,IDN,1993,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.975639998912811
Indonesia,IDN,1992,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.992720007896423
Indonesia,IDN,1991,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.984059989452362
Indonesia,IDN,1990,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.968940019607544
Indonesia,IDN,1989,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96671998500824
Indonesia,IDN,1988,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.952530026435852
Indonesia,IDN,1987,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.953149974346161
Indonesia,IDN,1986,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.943490028381348
Indonesia,IDN,1985,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95210999250412
Indonesia,IDN,1984,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.948339998722076
Indonesia,IDN,1983,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.944069981575012
Indonesia,IDN,1982,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.900569975376129
Indonesia,IDN,1981,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.876919984817505
Indonesia,IDN,1978,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.879279971122742
Indonesia,IDN,1977,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.880270004272461
Indonesia,IDN,1976,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.88112998008728
Indonesia,IDN,1975,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.857089996337891
Indonesia,IDN,1974,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.809979975223541
Indonesia,IDN,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.82956999540329
Indonesia,IDN,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.844630002975464
Indonesia,IDN,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.84103000164032
Indonesia,IDN,1970,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.861469984054565
Indonesia,IDN,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.993399977684021
Indonesia,IDN,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.993650019168854
Indonesia,IDN,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.995899975299835
Indonesia,IDN,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.985639989376068
Indonesia,IDN,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.982280015945435
Indonesia,IDN,2013,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.984489977359772
Indonesia,IDN,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00821995735168
Indonesia,IDN,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02225995063782
Indonesia,IDN,2010,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02081000804901
Indonesia,IDN,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9826700091362
Indonesia,IDN,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.984170019626617
Indonesia,IDN,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.978890001773834
Indonesia,IDN,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.982860028743744
Indonesia,IDN,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.975489974021912
Indonesia,IDN,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.986850023269653
Indonesia,IDN,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.982840001583099
Indonesia,IDN,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.980740010738373
Indonesia,IDN,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.978320002555847
Indonesia,IDN,2000,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.970269978046417
Indonesia,IDN,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.964850008487701
Indonesia,IDN,1996,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.93163001537323
Indonesia,IDN,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.93189001083374
Indonesia,IDN,1994,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.934509992599487
Indonesia,IDN,1993,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.928030014038086
Indonesia,IDN,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.945789992809296
Indonesia,IDN,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.938650012016296
Indonesia,IDN,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.930589973926544
Indonesia,IDN,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.922969996929169
Indonesia,IDN,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.908429980278015
Indonesia,IDN,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.900730013847351
Indonesia,IDN,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.897849977016449
Indonesia,IDN,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.858730018138886
Indonesia,IDN,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.839999973773956
Indonesia,IDN,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.839699983596802
Indonesia,IDN,1977,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.837080001831055
Indonesia,IDN,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.83704000711441
Indonesia,IDN,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.816940009593964
Indonesia,IDN,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.772750020027161
Indonesia,IDN,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.786870002746582
Indonesia,IDN,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.79926997423172
Indonesia,IDN,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.800249993801117
Indonesia,IDN,1970,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.806020021438599
Indonesia,IDN,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.02502000331879
Indonesia,IDN,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.02471005916595
Indonesia,IDN,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.03070998191833
Indonesia,IDN,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00376999378204
Indonesia,IDN,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.992699980735779
Indonesia,IDN,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.969980001449585
Indonesia,IDN,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.02687001228333
Indonesia,IDN,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00493001937866
Indonesia,IDN,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00634002685547
Indonesia,IDN,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.993420004844666
Indonesia,IDN,2008,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.992089986801147
Indonesia,IDN,2007,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00611996650696
Indonesia,IDN,2006,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.00792002677917
Indonesia,IDN,2005,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.989719986915588
Indonesia,IDN,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.991750001907349
Indonesia,IDN,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.986739993095398
Indonesia,IDN,2002,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.987600028514862
Indonesia,IDN,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.981660008430481
Indonesia,IDN,2000,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.968190014362335
Indonesia,IDN,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.953689992427826
Indonesia,IDN,1996,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.862969994544983
Indonesia,IDN,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.856750011444092
Indonesia,IDN,1994,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.848370015621185
Indonesia,IDN,1993,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.813499987125397
Indonesia,IDN,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.832490026950836
Indonesia,IDN,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.828760027885437
Indonesia,IDN,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.839049994945526
Indonesia,IDN,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.822070002555847
Indonesia,IDN,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.80580997467041
Indonesia,IDN,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.736530005931854
Indonesia,IDN,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.73785001039505
Indonesia,IDN,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.697080016136169
Indonesia,IDN,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.687780022621155
Indonesia,IDN,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.660880029201508
Indonesia,IDN,1977,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.648249983787537
Indonesia,IDN,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.643760025501251
Indonesia,IDN,1975,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.637679994106293
Indonesia,IDN,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.596570014953613
Indonesia,IDN,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.57753998041153
Indonesia,IDN,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.571579992771149
Indonesia,IDN,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.590480029582977
Indonesia,IDN,1970,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.532329976558685
Indonesia,IDN,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.13442003726959
Indonesia,IDN,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.12778997421265
Indonesia,IDN,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.11757004261017
Indonesia,IDN,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.10088002681732
Indonesia,IDN,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.10643005371094
Indonesia,IDN,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.10074996948242
Indonesia,IDN,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.03773999214172
Indonesia,IDN,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.852439999580383
Indonesia,IDN,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.875240027904511
Indonesia,IDN,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.945599973201752
Indonesia,IDN,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.911119997501373
Indonesia,IDN,2007,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.984480023384094
Indonesia,IDN,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.907490015029907
Indonesia,IDN,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.792819976806641
Indonesia,IDN,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.798420011997223
Indonesia,IDN,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.86914998292923
Indonesia,IDN,2001,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.769569993019104
Indonesia,IDN,2000,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.887380003929138
Indonesia,IDN,1999,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.836860001087189
